"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_key_finish_reading","correct_key_response","correct_response","count_block_sequence","count_blockloop","count_end_of_experiment","count_experiment","count_instructions","count_key_finish_reading","count_key_response","count_logger","count_pygaze_drift_correct","count_pygaze_init","count_pygaze_log","count_pygaze_start_recording","count_pygaze_stop_recording","count_question","count_save_screen","count_trial_loop","count_trial_sequence","datetime","description","disable_garbage_collection","driftX","driftY","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_blockloop","live_row_trial_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","option_1","option_2","practice","question","repeat_cycle","response","response_end_of_experiment","response_instructions","response_key_finish_reading","response_key_response","response_time","response_time_end_of_experiment","response_time_instructions","response_time_key_finish_reading","response_time_key_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stim_id","stimulus","subject_nr","subject_parity","task","time_block_sequence","time_blockloop","time_end_of_experiment","time_experiment","time_instructions","time_key_finish_reading","time_key_response","time_logger","time_pygaze_drift_correct","time_pygaze_init","time_pygaze_log","time_pygaze_start_recording","time_pygaze_stop_recording","time_question","time_save_screen","time_trial_loop","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","3075","3075","#ffffff","yes","legacy","legacy","legacy","0","relative","0","undefined","0","0","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","07/21/17 12:58:05","eyeR example","yes","100","500","exampleExperimentReading.osexp","C:\Users\Sebastian Korinth\Desktop","no","mono","no","18","no","black","no","yes","1080","legacy","0","0","0","C:/Users/Sebastian Korinth/Desktop/subject-6.csv","legacy","Jazzy James","3.1.4","a) math.","b) physics.","no","I hated:","0","right","NA","space","space","right","2765","NA","55666","3385","2765","2","legacy","1024","2","48000","-16","experiment","5","Although I really hated mathematics in school I became a decent engineer. ","6","even","0","78521","78512","NA","1389","1397","80350","83746","86760","78587","57064","86535","80103","86512","83746","80103","78521","78587","EyeTribe Reading Experiment","0","6150","2","no","1920"
"0","0","3311","3311","#ffffff","yes","legacy","legacy","legacy","0","relative","0","undefined","0","0","right","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","0","1","07/21/17 12:58:05","eyeR example","yes","100","500","exampleExperimentReading.osexp","C:\Users\Sebastian Korinth\Desktop","no","mono","no","18","no","black","no","yes","1080","legacy","1","0","1","C:/Users/Sebastian Korinth/Desktop/subject-6.csv","legacy","Jazzy James","3.1.4","a) Policemen.","b) Soldiers.","no","Who was heavily armed?","0","right","NA","space","space","right","3437","NA","55666","3657","3437","2","legacy","1024","2","48000","-16","experiment","6","After the terror attack heavily armed soldiers patrolled the streets of Paris.","6","even","0","78521","78512","NA","1389","1397","90718","94386","98078","86955","57064","97851","90471","97824","94385","90473","78521","86955","EyeTribe Reading Experiment","0","13244","4","no","1920"
"0","0","3747.33333333","3747.33333333","#ffffff","yes","legacy","legacy","legacy","0","relative","0","undefined","0","0","right","0","0","0","0","0","2","2","2","2","0","2","2","2","2","2","0","2","07/21/17 12:58:05","eyeR example","yes","100","500","exampleExperimentReading.osexp","C:\Users\Sebastian Korinth\Desktop","no","mono","no","18","no","black","no","yes","1080","legacy","2","0","2","C:/Users/Sebastian Korinth/Desktop/subject-6.csv","legacy","Jazzy James","3.1.4","a) No way, I am a dog person.","b) True fact, cats rule the world. ","no","What is your opinion? ","0","left","NA","space","space","left","3805","NA","55666","5435","3805","2","legacy","1024","2","48000","-16","experiment","7","Some say that the internet was initially created for sharing pictures of cute cats.","6","even","0","78521","78512","NA","1389","1397","99860","105306","109354","98204","57064","109127","99623","109112","105306","99624","78521","98203","EyeTribe Reading Experiment","0","22484","6","no","1920"
"0","0","3619.25","3619.25","#ffffff","yes","legacy","legacy","legacy","0","relative","0","undefined","0","0","left","0","0","0","0","0","3","3","3","3","0","3","3","3","3","3","0","3","07/21/17 12:58:05","eyeR example","yes","100","500","exampleExperimentReading.osexp","C:\Users\Sebastian Korinth\Desktop","no","mono","no","18","no","black","no","yes","1080","legacy","3","0","3","C:/Users/Sebastian Korinth/Desktop/subject-6.csv","legacy","Jazzy James","3.1.4","a) fishing.","b) hiking.","no","The kids went: ","0","left","NA","space","space","left","2008","NA","55666","4462","2008","2","legacy","1024","2","48000","-16","experiment","1","Tom’s father used to go fishing with his kids until they became vegetarian.","6","even","0","78521","78512","NA","1389","1397","111513","115983","118250","109486","57064","118020","111279","117993","115982","111281","78521","109486","EyeTribe Reading Experiment","0","28954","8","no","1920"
"0","0","3493.8","3493.8","#ffffff","yes","legacy","legacy","legacy","0","relative","0","undefined","0","0","right","0","0","0","0","0","4","4","4","4","0","4","4","4","4","4","0","4","07/21/17 12:58:05","eyeR example","yes","100","500","exampleExperimentReading.osexp","C:\Users\Sebastian Korinth\Desktop","no","mono","no","18","no","black","no","yes","1080","legacy","4","0","4","C:/Users/Sebastian Korinth/Desktop/subject-6.csv","legacy","Jazzy James","3.1.4","a) shabby.","b) fancy.","no","The neighborhood is:","0","right","NA","space","space","right","1757","NA","55666","4227","1757","2","legacy","1024","2","48000","-16","experiment","8","Mark and Shelley found an apartment in one of the fancy neighborhoods of London.","6","even","0","78521","78512","NA","1389","1397","120012","124250","126260","118357","57064","126033","119775","126008","124250","119776","78521","118357","EyeTribe Reading Experiment","0","34938","10","no","1920"
"0","0","3393.66666667","3393.66666667","#ffffff","yes","legacy","legacy","legacy","0","relative","0","undefined","0","0","left","0","0","0","0","0","5","5","5","5","0","5","5","5","5","5","0","5","07/21/17 12:58:05","eyeR example","yes","100","500","exampleExperimentReading.osexp","C:\Users\Sebastian Korinth\Desktop","no","mono","no","18","no","black","no","yes","1080","legacy","5","0","5","C:/Users/Sebastian Korinth/Desktop/subject-6.csv","legacy","Jazzy James","3.1.4","a) a park.","b) a lake.","no","The penguins went to:","0","left","NA","space","space","left","1783","NA","55666","4003","1783","2","legacy","1024","2","48000","-16","experiment","3","Several penguins escaped their cages in the zoo and went for a walk in the park.","6","even","0","78521","78512","NA","1389","1397","127948","131960","133996","126379","57064","133766","127711","133744","131960","127714","78521","126379","EyeTribe Reading Experiment","0","40724","12","no","1920"
"0","0","3520.21428571","3520.21428571","#ffffff","yes","legacy","legacy","legacy","0","relative","0","undefined","0","0","left","0","0","0","0","0","6","6","6","6","0","6","6","6","6","6","0","6","07/21/17 12:58:05","eyeR example","yes","100","500","exampleExperimentReading.osexp","C:\Users\Sebastian Korinth\Desktop","no","mono","no","18","no","black","no","yes","1080","legacy","6","0","6","C:/Users/Sebastian Korinth/Desktop/subject-6.csv","legacy","Jazzy James","3.1.4","a) Fathers.","b) Mothers.","no","Who shows protective behavior?","0","left","NA","space","space","left","1599","NA","55666","6960","1599","2","legacy","1024","2","48000","-16","experiment","10","They observed that fathers of daughters show a tendency for protective behavior.","6","even","0","78521","78512","NA","1389","1397","135495","142464","144302","134110","57064","144074","135255","144064","142464","135257","78521","134110","EyeTribe Reading Experiment","0","49283","14","no","1920"
"0","0","3417.875","3417.875","#ffffff","yes","legacy","legacy","legacy","0","relative","0","undefined","0","0","right","0","0","0","0","0","7","7","7","7","0","7","7","7","7","7","0","7","07/21/17 12:58:05","eyeR example","yes","100","500","exampleExperimentReading.osexp","C:\Users\Sebastian Korinth\Desktop","no","mono","no","18","no","black","no","yes","1080","legacy","7","0","7","C:/Users/Sebastian Korinth/Desktop/subject-6.csv","legacy","Jazzy James","3.1.4","a) Yes.","b) No.","no","Did Joe go to rehab?","0","right","NA","space","space","right","2062","NA","55666","3341","2062","2","legacy","1024","2","48000","-16","experiment","4","Even as Joe’s drug addiction became obvious he denied having a problem.","6","even","0","78521","78512","NA","1389","1397","145866","149217","151528","144428","57064","151302","145632","151280","149217","145634","78521","144428","EyeTribe Reading Experiment","0","54686","16","no","1920"
"0","0","3405.83333333","3405.83333333","#ffffff","yes","legacy","legacy","legacy","0","relative","0","undefined","0","0","left","0","0","0","0","0","8","8","8","8","0","8","8","8","8","8","0","8","07/21/17 12:58:05","eyeR example","yes","100","500","exampleExperimentReading.osexp","C:\Users\Sebastian Korinth\Desktop","no","mono","no","18","no","black","no","yes","1080","legacy","8","0","8","C:/Users/Sebastian Korinth/Desktop/subject-6.csv","legacy","Jazzy James","3.1.4","a) easily damaged.","b) indestructible.","no","Young people’s self-esteem is:","0","left","NA","space","space","left","2799","NA","55666","3820","2799","2","legacy","1024","2","48000","-16","experiment","9","Especially for young people long-term unemployment can damage a person’s self-esteem.","6","even","0","78521","78512","NA","1389","1397","152699","156529","159585","151665","57064","159357","152463","159331","156528","152465","78521","151665","EyeTribe Reading Experiment","0","61305","18","no","1920"
"0","0","3345.15","3345.15","#ffffff","yes","legacy","legacy","legacy","0","relative","0","undefined","0","0","right","0","0","0","0","0","9","9","9","9","0","9","9","9","9","9","0","9","07/21/17 12:58:05","eyeR example","yes","100","500","exampleExperimentReading.osexp","C:\Users\Sebastian Korinth\Desktop","no","mono","no","18","no","black","no","yes","1080","legacy","9","0","9","C:/Users/Sebastian Korinth/Desktop/subject-6.csv","legacy","Jazzy James","3.1.4","a) pigeons.","b) cats.","no","The old lady feeds:","0","right","NA","space","space","right","1920","NA","55666","3678","1920","2","legacy","1024","2","48000","-16","experiment","2","The strange old lady who usually feeds the cats suddenly disappeared.","6","even","0","78521","78512","NA","1389","1397","161289","164975","167148","159705","57064","166921","161055","166896","164975","161057","78521","159705","EyeTribe Reading Experiment","0","66903","20","no","1920"
